"path_id"	"source"	"description"	"type"	"pval"	"fdr"	"ratio"	"gene.list"	"nb.hits"	"nb.genes.path"	"nb.user.genes"	"tot.back.genes"
"GO:0070254"	"GO"	"mucus secretion"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070255"	"GO"	"regulation of mucus secretion"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0070257"	"GO"	"positive regulation of mucus secretion"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070262"	"GO"	"peptidyl-serine dephosphorylation"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0070266"	"GO"	"necroptotic process"	"pathway"	1	1	0	NA	0	22	0	19688
"GO:0070268"	"GO"	"cornification"	"pathway"	1	1	0	NA	0	110	0	19688
"GO:0070269"	"GO"	"pyroptosis"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070271"	"GO"	"protein complex biogenesis"	"pathway"	1	1	0	NA	0	1314	0	19688
"GO:0070272"	"GO"	"proton-transporting ATP synthase complex biogenesis"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070273"	"GO"	"phosphatidylinositol-4-phosphate binding"	"functional_set"	1	1	0	NA	0	21	0	19688
"GO:0070278"	"GO"	"extracellular matrix constituent secretion"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070279"	"GO"	"vitamin B6 binding"	"functional_set"	1	1	0	NA	0	55	0	19688
"GO:0070286"	"GO"	"axonemal dynein complex assembly"	"pathway"	1	1	0	NA	0	27	0	19688
"GO:0070290"	"GO"	"N-acylphosphatidylethanolamine-specific phospholipase D activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0070293"	"GO"	"renal absorption"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:0070294"	"GO"	"renal sodium ion absorption"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070295"	"GO"	"renal water absorption"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070296"	"GO"	"sarcoplasmic reticulum calcium ion transport"	"pathway"	1	1	0	NA	0	11	0	19688
"GO:0070300"	"GO"	"phosphatidic acid binding"	"functional_set"	1	1	0	NA	0	16	0	19688
"GO:0070301"	"GO"	"cellular response to hydrogen peroxide"	"pathway"	1	1	0	NA	0	71	0	19688
"GO:0070302"	"GO"	"regulation of stress-activated protein kinase signaling cascade"	"pathway"	1	1	0	NA	0	222	0	19688
"GO:0070303"	"GO"	"negative regulation of stress-activated protein kinase signaling cascade"	"pathway"	1	1	0	NA	0	45	0	19688
"GO:0070304"	"GO"	"positive regulation of stress-activated protein kinase signaling cascade"	"pathway"	1	1	0	NA	0	145	0	19688
"GO:0070305"	"GO"	"response to cGMP"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070306"	"GO"	"lens fiber cell differentiation"	"pathway"	1	1	0	NA	0	26	0	19688
"GO:0070307"	"GO"	"lens fiber cell development"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:0070309"	"GO"	"lens fiber cell morphogenesis"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070314"	"GO"	"G1 to G0 transition"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0070315"	"GO"	"G1 to G0 transition involved in cell differentiation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070316"	"GO"	"regulation of G0 to G1 transition"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070317"	"GO"	"negative regulation of G0 to G1 transition"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070318"	"GO"	"positive regulation of G0 to G1 transition"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070324"	"GO"	"thyroid hormone binding"	"functional_set"	1	1	0	NA	0	6	0	19688
"GO:0070325"	"GO"	"lipoprotein particle receptor binding"	"functional_set"	1	1	0	NA	0	24	0	19688
"GO:0070327"	"GO"	"thyroid hormone transport"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070328"	"GO"	"triglyceride homeostasis"	"pathway"	1	1	0	NA	0	33	0	19688
"GO:0070330"	"GO"	"aromatase activity"	"functional_set"	1	1	0	NA	0	24	0	19688
"GO:0070339"	"GO"	"response to bacterial lipopeptide"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070340"	"GO"	"detection of bacterial lipopeptide"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070344"	"GO"	"regulation of fat cell proliferation"	"pathway"	1	1	0	NA	0	11	0	19688
"GO:0070345"	"GO"	"negative regulation of fat cell proliferation"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070346"	"GO"	"positive regulation of fat cell proliferation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070350"	"GO"	"regulation of white fat cell proliferation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070358"	"GO"	"actin polymerization-dependent cell motility"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070365"	"GO"	"hepatocyte differentiation"	"pathway"	1	1	0	NA	0	11	0	19688
"GO:0070366"	"GO"	"regulation of hepatocyte differentiation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070370"	"GO"	"cellular heat acclimation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070371"	"GO"	"ERK1 and ERK2 cascade"	"pathway"	1	1	0	NA	0	27	0	19688
"GO:0070372"	"GO"	"regulation of ERK1 and ERK2 cascade"	"pathway"	1	1	0	NA	0	265	0	19688
"GO:0070373"	"GO"	"negative regulation of ERK1 and ERK2 cascade"	"pathway"	1	1	0	NA	0	56	0	19688
"GO:0070374"	"GO"	"positive regulation of ERK1 and ERK2 cascade"	"pathway"	1	1	0	NA	0	194	0	19688
"GO:0070376"	"GO"	"regulation of ERK5 cascade"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070382"	"GO"	"exocytic vesicle"	"structural_complex"	1	1	0	NA	0	172	0	19688
"GO:0070383"	"GO"	"DNA cytosine deamination"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070384"	"GO"	"Harderian gland development"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070389"	"GO"	"chaperone cofactor-dependent protein refolding"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070391"	"GO"	"response to lipoteichoic acid"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070402"	"GO"	"NADPH binding"	"functional_set"	1	1	0	NA	0	14	0	19688
"GO:0070403"	"GO"	"NAD+ binding"	"functional_set"	1	1	0	NA	0	13	0	19688
"GO:0070404"	"GO"	"NADH binding"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070405"	"GO"	"ammonium ion binding"	"functional_set"	1	1	0	NA	0	92	0	19688
"GO:0070410"	"GO"	"co-SMAD binding"	"functional_set"	1	1	0	NA	0	12	0	19688
"GO:0070411"	"GO"	"I-SMAD binding"	"functional_set"	1	1	0	NA	0	11	0	19688
"GO:0070412"	"GO"	"R-SMAD binding"	"functional_set"	1	1	0	NA	0	24	0	19688
"GO:0070417"	"GO"	"cellular response to cold"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070419"	"GO"	"nonhomologous end joining complex"	"structural_complex"	1	1	0	NA	0	9	0	19688
"GO:0070423"	"GO"	"nucleotide-binding oligomerization domain containing signaling pathway"	"pathway"	1	1	0	NA	0	28	0	19688
"GO:0070424"	"GO"	"regulation of nucleotide-binding oligomerization domain containing signaling pathway"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0070425"	"GO"	"negative regulation of nucleotide-binding oligomerization domain containing signaling pathway"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070426"	"GO"	"positive regulation of nucleotide-binding oligomerization domain containing signaling pathway"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070431"	"GO"	"nucleotide-binding oligomerization domain containing 2 signaling pathway"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070432"	"GO"	"regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070433"	"GO"	"negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070434"	"GO"	"positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070445"	"GO"	"regulation of oligodendrocyte progenitor proliferation"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070449"	"GO"	"elongin complex"	"structural_complex"	1	1	0	NA	0	9	0	19688
"GO:0070458"	"GO"	"cellular detoxification of nitrogen compound"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070459"	"GO"	"prolactin secretion"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070461"	"GO"	"SAGA-type complex"	"structural_complex"	1	1	0	NA	0	34	0	19688
"GO:0070469"	"GO"	"respiratory chain"	"structural_complex"	1	1	0	NA	0	95	0	19688
"GO:0070472"	"GO"	"regulation of uterine smooth muscle contraction"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070474"	"GO"	"positive regulation of uterine smooth muscle contraction"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070475"	"GO"	"rRNA base methylation"	"pathway"	1	1	0	NA	0	12	0	19688
"GO:0070476"	"GO"	"rRNA (guanine-N7)-methylation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070482"	"GO"	"response to oxygen levels"	"pathway"	1	1	0	NA	0	407	0	19688
"GO:0070486"	"GO"	"leukocyte aggregation"	"pathway"	1	1	0	NA	0	64	0	19688
"GO:0070487"	"GO"	"monocyte aggregation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070489"	"GO"	"T cell aggregation"	"pathway"	1	1	0	NA	0	56	0	19688
"GO:0070491"	"GO"	"repressing transcription factor binding"	"functional_set"	1	1	0	NA	0	58	0	19688
"GO:0070492"	"GO"	"oligosaccharide binding"	"functional_set"	1	1	0	NA	0	12	0	19688
"GO:0070493"	"GO"	"thrombin-activated receptor signaling pathway"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070494"	"GO"	"regulation of thrombin-activated receptor signaling pathway"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070495"	"GO"	"negative regulation of thrombin-activated receptor signaling pathway"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070498"	"GO"	"interleukin-1-mediated signaling pathway"	"pathway"	1	1	0	NA	0	15	0	19688
"GO:0070507"	"GO"	"regulation of microtubule cytoskeleton organization"	"pathway"	1	1	0	NA	0	149	0	19688
"GO:0070508"	"GO"	"cholesterol import"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070509"	"GO"	"calcium ion import"	"pathway"	1	1	0	NA	0	76	0	19688
"GO:0070513"	"GO"	"death domain binding"	"functional_set"	1	1	0	NA	0	9	0	19688
"GO:0070522"	"GO"	"ERCC4-ERCC1 complex"	"structural_complex"	1	1	0	NA	0	4	0	19688
"GO:0070525"	"GO"	"tRNA threonylcarbamoyladenosine metabolic process"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:0070527"	"GO"	"platelet aggregation"	"pathway"	1	1	0	NA	0	41	0	19688
"GO:0070528"	"GO"	"protein kinase C signaling"	"pathway"	1	1	0	NA	0	16	0	19688
"GO:0070530"	"GO"	"K63-linked polyubiquitin binding"	"functional_set"	1	1	0	NA	0	20	0	19688
"GO:0070531"	"GO"	"BRCA1-A complex"	"structural_complex"	1	1	0	NA	0	7	0	19688
"GO:0070534"	"GO"	"protein K63-linked ubiquitination"	"pathway"	1	1	0	NA	0	38	0	19688
"GO:0070536"	"GO"	"protein K63-linked deubiquitination"	"pathway"	1	1	0	NA	0	26	0	19688
"GO:0070537"	"GO"	"histone H2A K63-linked deubiquitination"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070541"	"GO"	"response to platinum ion"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070542"	"GO"	"response to fatty acid"	"pathway"	1	1	0	NA	0	96	0	19688
"GO:0070543"	"GO"	"response to linoleic acid"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070544"	"GO"	"histone H3-K36 demethylation"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070545"	"GO"	"PeBoW complex"	"structural_complex"	1	1	0	NA	0	4	0	19688
"GO:0070546"	"GO"	"L-phenylalanine aminotransferase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0070548"	"GO"	"L-glutamine aminotransferase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070552"	"GO"	"BRISC complex"	"structural_complex"	1	1	0	NA	0	5	0	19688
"GO:0070555"	"GO"	"response to interleukin-1"	"pathway"	1	1	0	NA	0	130	0	19688
"GO:0070561"	"GO"	"vitamin D receptor signaling pathway"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070562"	"GO"	"regulation of vitamin D receptor signaling pathway"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070566"	"GO"	"adenylyltransferase activity"	"functional_set"	1	1	0	NA	0	24	0	19688
"GO:0070567"	"GO"	"cytidylyltransferase activity"	"functional_set"	1	1	0	NA	0	9	0	19688
"GO:0070568"	"GO"	"guanylyltransferase activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0070569"	"GO"	"uridylyltransferase activity"	"functional_set"	1	1	0	NA	0	7	0	19688
"GO:0070570"	"GO"	"regulation of neuron projection regeneration"	"pathway"	1	1	0	NA	0	26	0	19688
"GO:0070571"	"GO"	"negative regulation of neuron projection regeneration"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:0070572"	"GO"	"positive regulation of neuron projection regeneration"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070573"	"GO"	"metallodipeptidase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070574"	"GO"	"cadmium ion transmembrane transport"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070576"	"GO"	"vitamin D 24-hydroxylase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070577"	"GO"	"lysine-acetylated histone binding"	"functional_set"	1	1	0	NA	0	18	0	19688
"GO:0070578"	"GO"	"RISC-loading complex"	"structural_complex"	1	1	0	NA	0	8	0	19688
"GO:0070579"	"GO"	"methylcytosine dioxygenase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0070584"	"GO"	"mitochondrion morphogenesis"	"pathway"	1	1	0	NA	0	20	0	19688
"GO:0070585"	"GO"	"protein localization to mitochondrion"	"pathway"	1	1	0	NA	0	79	0	19688
"GO:0070587"	"GO"	"regulation of cell-cell adhesion involved in gastrulation"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070588"	"GO"	"calcium ion transmembrane transport"	"pathway"	1	1	0	NA	0	175	0	19688
"GO:0070589"	"GO"	"cellular component macromolecule biosynthetic process"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070601"	"GO"	"centromeric sister chromatid cohesion"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070602"	"GO"	"regulation of centromeric sister chromatid cohesion"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070603"	"GO"	"SWI/SNF superfamily-type complex"	"structural_complex"	1	1	0	NA	0	77	0	19688
"GO:0070613"	"GO"	"regulation of protein processing"	"pathway"	1	1	0	NA	0	89	0	19688
"GO:0070627"	"GO"	"ferrous iron import"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070628"	"GO"	"proteasome binding"	"functional_set"	1	1	0	NA	0	14	0	19688
"GO:0070633"	"GO"	"transepithelial transport"	"pathway"	1	1	0	NA	0	19	0	19688
"GO:0070634"	"GO"	"transepithelial ammonium transport"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070640"	"GO"	"vitamin D3 metabolic process"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070643"	"GO"	"vitamin D 25-hydroxylase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070644"	"GO"	"vitamin D response element binding"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070646"	"GO"	"protein modification by small protein removal"	"pathway"	1	1	0	NA	0	307	0	19688
"GO:0070647"	"GO"	"protein modification by small protein conjugation or removal"	"pathway"	1	1	0	NA	0	1036	0	19688
"GO:0070649"	"GO"	"formin-nucleated actin cable assembly"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070652"	"GO"	"HAUS complex"	"structural_complex"	1	1	0	NA	0	8	0	19688
"GO:0070653"	"GO"	"high-density lipoprotein particle receptor binding"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070661"	"GO"	"leukocyte proliferation"	"pathway"	1	1	0	NA	0	93	0	19688
"GO:0070663"	"GO"	"regulation of leukocyte proliferation"	"pathway"	1	1	0	NA	0	232	0	19688
"GO:0070664"	"GO"	"negative regulation of leukocyte proliferation"	"pathway"	1	1	0	NA	0	76	0	19688
"GO:0070665"	"GO"	"positive regulation of leukocyte proliferation"	"pathway"	1	1	0	NA	0	149	0	19688
"GO:0070666"	"GO"	"regulation of mast cell proliferation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070668"	"GO"	"positive regulation of mast cell proliferation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070669"	"GO"	"response to interleukin-2"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0070670"	"GO"	"response to interleukin-4"	"pathway"	1	1	0	NA	0	33	0	19688
"GO:0070671"	"GO"	"response to interleukin-12"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070672"	"GO"	"response to interleukin-15"	"pathway"	1	1	0	NA	0	15	0	19688
"GO:0070673"	"GO"	"response to interleukin-18"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0070679"	"GO"	"inositol 1,4,5 trisphosphate binding"	"functional_set"	1	1	0	NA	0	9	0	19688
"GO:0070681"	"GO"	"glutaminyl-tRNAGln biosynthesis via transamidation"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070682"	"GO"	"proteasome regulatory particle assembly"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070688"	"GO"	"MLL5-L complex"	"structural_complex"	1	1	0	NA	0	8	0	19688
"GO:0070695"	"GO"	"FHF complex"	"structural_complex"	1	1	0	NA	0	5	0	19688
"GO:0070696"	"GO"	"transmembrane receptor protein serine/threonine kinase binding"	"functional_set"	1	1	0	NA	0	14	0	19688
"GO:0070697"	"GO"	"activin receptor binding"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0070699"	"GO"	"type II activin receptor binding"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070700"	"GO"	"BMP receptor binding"	"functional_set"	1	1	0	NA	0	9	0	19688
"GO:0070701"	"GO"	"mucus layer"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0070717"	"GO"	"poly-purine tract binding"	"functional_set"	1	1	0	NA	0	21	0	19688
"GO:0070723"	"GO"	"response to cholesterol"	"pathway"	1	1	0	NA	0	23	0	19688
"GO:0070727"	"GO"	"cellular macromolecule localization"	"pathway"	1	1	0	NA	0	1571	0	19688
"GO:0070728"	"GO"	"leucine binding"	"functional_set"	1	1	0	NA	0	6	0	19688
"GO:0070734"	"GO"	"histone H3-K27 methylation"	"pathway"	1	1	0	NA	0	11	0	19688
"GO:0070735"	"GO"	"protein-glycine ligase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070739"	"GO"	"protein-glutamic acid ligase activity"	"functional_set"	1	1	0	NA	0	6	0	19688
"GO:0070740"	"GO"	"tubulin-glutamic acid ligase activity"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070741"	"GO"	"response to interleukin-6"	"pathway"	1	1	0	NA	0	34	0	19688
"GO:0070742"	"GO"	"C2H2 zinc finger domain binding"	"functional_set"	1	1	0	NA	0	15	0	19688
"GO:0070761"	"GO"	"pre-snoRNP complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0070765"	"GO"	"gamma-secretase complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0070775"	"GO"	"H3 histone acetyltransferase complex"	"structural_complex"	1	1	0	NA	0	7	0	19688
"GO:0070776"	"GO"	"MOZ/MORF histone acetyltransferase complex"	"structural_complex"	1	1	0	NA	0	7	0	19688
"GO:0070777"	"GO"	"D-aspartate transport"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070778"	"GO"	"L-aspartate transport"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070779"	"GO"	"D-aspartate import"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070813"	"GO"	"hydrogen sulfide metabolic process"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070814"	"GO"	"hydrogen sulfide biosynthetic process"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070815"	"GO"	"peptidyl-lysine 5-dioxygenase activity"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0070816"	"GO"	"phosphorylation of RNA polymerase II C-terminal domain"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070820"	"GO"	"tertiary granule"	"structural_complex"	1	1	0	NA	0	164	0	19688
"GO:0070821"	"GO"	"tertiary granule membrane"	"structural_complex"	1	1	0	NA	0	73	0	19688
"GO:0070822"	"GO"	"Sin3-type complex"	"structural_complex"	1	1	0	NA	0	16	0	19688
"GO:0070827"	"GO"	"chromatin maintenance"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070828"	"GO"	"heterochromatin organization"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:0070830"	"GO"	"bicellular tight junction assembly"	"pathway"	1	1	0	NA	0	33	0	19688
"GO:0070831"	"GO"	"basement membrane assembly"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070836"	"GO"	"caveola assembly"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070837"	"GO"	"dehydroascorbic acid transport"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070838"	"GO"	"divalent metal ion transport"	"pathway"	1	1	0	NA	0	285	0	19688
"GO:0070840"	"GO"	"dynein complex binding"	"functional_set"	1	1	0	NA	0	22	0	19688
"GO:0070841"	"GO"	"inclusion body assembly"	"pathway"	1	1	0	NA	0	7	0	19688
"GO:0070842"	"GO"	"aggresome assembly"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070847"	"GO"	"core mediator complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0070848"	"GO"	"response to growth factor"	"pathway"	1	1	0	NA	0	525	0	19688
"GO:0070849"	"GO"	"response to epidermal growth factor"	"pathway"	1	1	0	NA	0	46	0	19688
"GO:0070851"	"GO"	"growth factor receptor binding"	"functional_set"	1	1	0	NA	0	136	0	19688
"GO:0070852"	"GO"	"cell body fiber"	"structural_complex"	1	1	0	NA	0	10	0	19688
"GO:0070857"	"GO"	"regulation of bile acid biosynthetic process"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0070858"	"GO"	"negative regulation of bile acid biosynthetic process"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070859"	"GO"	"positive regulation of bile acid biosynthetic process"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070861"	"GO"	"regulation of protein exit from endoplasmic reticulum"	"pathway"	1	1	0	NA	0	21	0	19688
"GO:0070862"	"GO"	"negative regulation of protein exit from endoplasmic reticulum"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070863"	"GO"	"positive regulation of protein exit from endoplasmic reticulum"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0070873"	"GO"	"regulation of glycogen metabolic process"	"pathway"	1	1	0	NA	0	36	0	19688
"GO:0070874"	"GO"	"negative regulation of glycogen metabolic process"	"pathway"	1	1	0	NA	0	10	0	19688
"GO:0070875"	"GO"	"positive regulation of glycogen metabolic process"	"pathway"	1	1	0	NA	0	18	0	19688
"GO:0070876"	"GO"	"SOSS complex"	"structural_complex"	1	1	0	NA	0	4	0	19688
"GO:0070878"	"GO"	"primary miRNA binding"	"functional_set"	1	1	0	NA	0	8	0	19688
"GO:0070883"	"GO"	"pre-miRNA binding"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0070884"	"GO"	"regulation of calcineurin-NFAT signaling cascade"	"pathway"	1	1	0	NA	0	17	0	19688
"GO:0070885"	"GO"	"negative regulation of calcineurin-NFAT signaling cascade"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070886"	"GO"	"positive regulation of calcineurin-NFAT signaling cascade"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070888"	"GO"	"E-box binding"	"functional_set"	1	1	0	NA	0	37	0	19688
"GO:0070891"	"GO"	"lipoteichoic acid binding"	"functional_set"	1	1	0	NA	0	4	0	19688
"GO:0070897"	"GO"	"DNA-templated transcriptional preinitiation complex assembly"	"pathway"	1	1	0	NA	0	23	0	19688
"GO:0070900"	"GO"	"mitochondrial tRNA modification"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070901"	"GO"	"mitochondrial tRNA methylation"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070905"	"GO"	"serine binding"	"functional_set"	1	1	0	NA	0	3	0	19688
"GO:0070911"	"GO"	"global genome nucleotide-excision repair"	"pathway"	1	1	0	NA	0	32	0	19688
"GO:0070914"	"GO"	"UV-damage excision repair"	"pathway"	1	1	0	NA	0	11	0	19688
"GO:0070915"	"GO"	"lysophosphatidic acid receptor activity"	"functional_set"	1	1	0	NA	0	5	0	19688
"GO:0070918"	"GO"	"production of small RNA involved in gene silencing by RNA"	"pathway"	1	1	0	NA	0	23	0	19688
"GO:0070920"	"GO"	"regulation of production of small RNA involved in gene silencing by RNA"	"pathway"	1	1	0	NA	0	15	0	19688
"GO:0070922"	"GO"	"small RNA loading onto RISC"	"pathway"	1	1	0	NA	0	8	0	19688
"GO:0070925"	"GO"	"organelle assembly"	"pathway"	1	1	0	NA	0	662	0	19688
"GO:0070932"	"GO"	"histone H3 deacetylation"	"pathway"	1	1	0	NA	0	22	0	19688
"GO:0070933"	"GO"	"histone H4 deacetylation"	"pathway"	1	1	0	NA	0	9	0	19688
"GO:0070934"	"GO"	"CRD-mediated mRNA stabilization"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070935"	"GO"	"3'-UTR-mediated mRNA stabilization"	"pathway"	1	1	0	NA	0	13	0	19688
"GO:0070936"	"GO"	"protein K48-linked ubiquitination"	"pathway"	1	1	0	NA	0	47	0	19688
"GO:0070937"	"GO"	"CRD-mediated mRNA stability complex"	"structural_complex"	1	1	0	NA	0	6	0	19688
"GO:0070938"	"GO"	"contractile ring"	"structural_complex"	1	1	0	NA	0	11	0	19688
"GO:0070939"	"GO"	"Dsl1/NZR complex"	"structural_complex"	1	1	0	NA	0	3	0	19688
"GO:0070940"	"GO"	"dephosphorylation of RNA polymerase II C-terminal domain"	"pathway"	1	1	0	NA	0	5	0	19688
"GO:0070942"	"GO"	"neutrophil mediated cytotoxicity"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070943"	"GO"	"neutrophil mediated killing of symbiont cell"	"pathway"	1	1	0	NA	0	6	0	19688
"GO:0070944"	"GO"	"neutrophil mediated killing of bacterium"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070966"	"GO"	"nuclear-transcribed mRNA catabolic process, no-go decay"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070970"	"GO"	"interleukin-2 secretion"	"pathway"	1	1	0	NA	0	3	0	19688
"GO:0070971"	"GO"	"endoplasmic reticulum exit site"	"structural_complex"	1	1	0	NA	0	14	0	19688
"GO:0070972"	"GO"	"protein localization to endoplasmic reticulum"	"pathway"	1	1	0	NA	0	129	0	19688
"GO:0070973"	"GO"	"protein localization to endoplasmic reticulum exit site"	"pathway"	1	1	0	NA	0	4	0	19688
"GO:0070977"	"GO"	"bone maturation"	"pathway"	1	1	0	NA	0	14	0	19688
